,0
sent_max,0.07546193810121622
sent_mean,0.05450628434773534
sent_last,0.04627134741167538
sent_abs_mean,0.04386733857681975
sent_min,0.034217527270084244
sent_sum,0.030190959892934188
pos_share,0.02155890837457264
sent_count,0.01581956581794657
neg_share,0.007502553370431997
